Sl No.,Shutdown Reason,Date,Area/Feeder/Section Name,Time From,To Time,Shutdown Form Details,Shutdown Receiver,Shutdown Provider,Service Order No./Date,Remarks,DateTime(Time_From),DateTime(To_Time),Duration,                           
46,কাট আউট সেট করন প্রসঙ্গে,05-11-2019,৫+৬ নং ফিডার,16:03,16:50,ব্রেকার বের করে শাটডাউন দেয়া হয়।,ফারুকLM-1 ঠিকাদার আরমান,শামীম LM-1 ,AGM,কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2019-05-11 16:03:00,2019-05-11 16:50:00,0 days 00:47:00,
45,তার পরিবর্তন,05-11-2019,১ নং কেওয়া ফিডার,10:35,13:35,ব্রেকার বের করে শাটডাউন দেয়া হয়।,আসাদ Lm-1 ,কামরুল,AGM ,কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2019-05-11 10:35:00,2019-05-11 13:35:00,0 days 03:00:00,
44,HT জাম্পার,05-11-2019,১০ নং ফিডার,10:25,10:55,ফিডার ট্রিপ করে ব্রেকার বের করে শাটডাউন দেয়া হয়।,আঃ কাইয়ুম,কামরুল,AGM (O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2019-05-11 10:25:00,2019-05-11 10:55:00,0 days 00:30:00,
48,HT জাম্পার,07-11-2019,৭ নং ফিডার,09:55,10:10, ফিডার ট্রিপ করে ব্রেকার বাহির করে,আঃ কাইয়ুম LM-1 , কামরুল LM-1 ,A.G.M (O & M) ,কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।   ,2019-07-11 09:55:00,2019-07-11 10:10:00,0 days 00:15:00,
49, HT জাম্পার,08-11-2019,১ নং ফিডার,15:25,15:50,ফিডার ট্রিপ করে ব্রেকার বাহির করে,ফারুক  LM-1,কামরুল LM-1,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-08-11 15:25:00,2019-08-11 15:50:00,0 days 00:25:00,
56,লাইনে উপরের গাছ পড়া,09-11-2019,১ নং কেওয়া ফিডার,16:00,18:00,ফিডার ট্রিপ বন্ধ করে ব্রেকার বের করা হয় ,ফারুক,কামরুল,AGM (O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়,2019-09-11 16:00:00,2019-09-11 18:00:00,0 days 02:00:00,
50, HT জাম্পারকরন,09-11-2019,১ নং ফিডার,14:25,14:35,ফিডার ট্রিপ করে ব্রেকার বাহির করে,সেলিম LM-1,কামরুল LM-1,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-09-11 14:25:00,2019-09-11 14:35:00,0 days 00:10:00,
57, HT জাম্পার পোড়া,09-11-2019,৯ নং ফিডার,22:50,23:07,ফিডার ট্রিপ করে ব্রেকার বের করে দেয়া হয়।,ওয়াদুদ Lm-1 ,মোস্তাক LM-1,AGM (O&M),ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2019-09-11 22:50:00,2019-09-11 23:07:00,0 days 00:17:00,
54,ক্রস আর্ম পোঁড়া,09-11-2019,৬ নং ফিডার,17:15,17:50,ফিডার ট্রিপ করে ব্রেকার বাহির করে,সেলিম LM-1, কামরুল LM-1,A.G.M (O & M), কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-09-11 17:15:00,2019-09-11 17:50:00,0 days 00:35:00,
55,C1 ব্যাংক করণ,09-11-2019, ৩ নং ফিডার,16:30,17:00,ফিডার ট্রিপ করে ব্রেকার বাহির করে,মোশতাক LM-1 ,কামরুল LM-1,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-09-11 16:30:00,2019-09-11 17:00:00,0 days 00:30:00,
57,H.T জাম্পার পোঁড়া,09-11-2019,৯ নং৥ ফিডার,22:50,23:07,  ফিডার ট্রিপ করে ব্রেকার বাহির করে দেওয়া হয়েছে ,ওয়াদুদ LM-1,মোশতাক LM-1,A.G.M (O & M), কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-09-11 22:50:00,2019-09-11 23:07:00,0 days 00:17:00,
56,লাইনের উপরে গাছ পড়ে,09-11-2019,১ নং কেওয়া ফিডার,16:22,18:00,ফিডার ট্রিপ করে ব্রেকার বাহির করে দেওয়া হয়েছে       ,ফারুক  LM-1,কামরুল,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।   ,2019-09-11 16:22:00,2019-09-11 18:00:00,0 days 01:38:00,
53, HT জাম্পার পোঁড়া থাকায়,09-11-2019,১১ নং ফিডার,15:25,15:35, ফিডার ট্রিপ করে ব্রেকার বাহির করে,সেলিম LM-1,কামরুল LM-1,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-09-11 15:25:00,2019-09-11 15:35:00,0 days 00:10:00,
52,HT জাম্পার 3Q মিটার পরিবর্তন,09-11-2019,৫ নং ফিডার,15:00,15:30,ফিডার ট্রিপ করে ব্রেকার বাহির করে,মনির LM-1,কামরুল LM-1,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-09-11 15:00:00,2019-09-11 15:30:00,0 days 00:30:00,
51,কাট আউট জাম্পার পোঁড়া,09-11-2019,৯ নং ফিডার,15:03,15:40,ফিডার ট্রিপ করে ব্রেকার বাহির করে,সেলিম LM-1,কামরুল LM-1,A.G.M (O & M), কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-09-11 15:03:00,2019-09-11 15:40:00,0 days 00:37:00,
59,H.T জাম্পার করা,12-11-2019,১ নং ফিডার কেওয়া বাজার,16:04,16:21,ফিডার বন্ধ করে ব্রেকার আউট, মনিরুজ্জামান  LM-1 ,মনির LT,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-12-11 16:04:00,2019-12-11 16:21:00,0 days 00:17:00,
58, H.T লাইনের তার পরিবর্তনের জন্য ( ঠিকাদার কতৃক),12-11-2019,৫ নং ফিডার,08:40,09:30,সেকশনের ব্যারেল কেটে S/D  নিয়েছে,মনির LM-1 ,শাহ আলম LM-1,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-12-11 08:40:00,2019-12-11 09:30:00,0 days 00:50:00,
59,HT জাম্পার করা।,12-11-2019,১ নং ফিডার কেওয়া বাজার,16:04,16:21,ফিডার বন্ধ করে ব্রেকার বের করে দেওয়া হয়।,মনিরুজ্জামান LM-1,মনির LT,AGM (O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।।।,2019-12-11 16:04:00,2019-12-11 16:21:00,0 days 00:17:00,
58, HT লাইনের তার পরিবর্তন করার জন্য (ঠিকাদার কর্তৃক),12-11-2019,৫ নং ফিডার,08:40,09:30,সেকশনের ব্যারেল কেটে S/D নিয়েছে।,মনির LM-1,শাহ আলম LM-1,AGM (O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2019-12-11 08:40:00,2019-12-11 09:30:00,0 days 00:50:00,
61,ঠিকাদার কর্তৃক H.T লাইনে খুঁটি স্থাপরে জন্য।,13-11-2019,৪ নং ফিডার,14:40,15:15,ফিডার বন্ধ করে ব্রেকার আউট, মোশতাক LM-1,শাহ আলম LM-1,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-11-13 14:40:00,2019-11-13 15:15:00,0 days 00:35:00,
61, ঠিকাদার কর্তৃক HT লাইনে খুঁটি স্থাপানের জন্য।,13-11-2019,৪ নং ফিডার,14:40,15:15,ফিডার ট্রিপ করে ব্রেকার বের করা করা হয়।,মোশতাক LM-1,শাহ আলম ,AGM (O&M),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2019-11-13 14:40:00,2019-11-13 15:15:00,0 days 00:35:00,
60,H.T জাম্পার করার জন্য,13-11-2019,শফিক মোড়,13:45,14:45,ফিডার ট্রিপ করে ব্রেকার বাহির করে দেওয়া হয়েছে,মনির  LM-1,আঃ কাইয়ুম,A.G.M (O & M),কাজ শেষে ক্লিয়ারেন্স নিয়ে নিরাপদে লাইন চালু করা হয়।,2019-11-13 13:45:00,2019-11-13 14:45:00,0 days 01:00:00,
60,HT জাম্পার করার জন্য,13-11-2019,শফিক মোড়,13:45,14:15,ফিডার বন্ধ করে ব্রেকার আউট।,মনির ,কাইয়ুম,AGM (o&m),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2019-11-13 13:45:00,2019-11-13 14:15:00,0 days 00:30:00,
16,পোল স্থাপন,22-10-2021,গোদার চালা ৩ নং ফিডার,13:25,14:00,ফিডার ট্রিপ করে ব্রেকার বাহির করে শাটডাউন দেয়া হয়।,আঃ ওয়াদুদ,শামীম,JE (কামরুজ্জামান),কাজ শেয়ে নিরাপদে গিয়ে লাইন চালু করা হয়।,2021-10-22 13:25:00,2021-10-22 14:00:00,0 days 00:35:00,
17, 33kv লাইনে কাজকরন (শ্রীপুর অফিস থেকে),23-10-2021,টেপির বাড়ি ২ নং ফিডার,13:20,13:50,ফিডার ট্রিপপ করে ব্রেকার বাহির করে শাটডাউন দেয়া হয়।,মাহাফুজ,শামীম,AGM (o&m),কাজ শেষে ক্লিয়ারেন্স নিয়ে লাইন চালু করা হয়।,2021-10-23 13:20:00,2021-10-23 13:50:00,0 days 00:30:00,
18,HT জাম্পার করা।,24-10-2021,০৪ নং ফিডার ছাতির বাজার,14:50,15:20,ফিডার ট্রিপ করে ব্রেকার বাহির করে শাটডাউন নেয়া হয়।,ওয়াদুদ,মনিরুজ্জামান ,AGM  (O&m),কাজ শেষে ক্লিয়ারেন্স দেওয়ায় লাইন চালু করা হয়।,2021-10-24 14:50:00,2021-10-24 15:20:00,0 days 00:30:00,
,সেচের X-Former উত্তোলন করার জন্য। ,04-01-2020,১নং (কেওয়া) ফিডার। ,13:25,14:03,ট্রিপ করে ব্রেকার বাহির করা হয়। ,আয়ুব আলী। ,শাহআলম। ,JE কামরুজ্জামান। ,কাজ শেষে নিরাপদে থেকে জানাইলে পুনরায় ফিডার চালু করা হয়। ,2020-04-01 13:25:00,2020-04-01 14:03:00,0 days 00:38:00,143.0
